 # i        kappa            theta           
 0          16.82663075      0.03862893786   
 1          18.5920023       0.04727283355   
 2          8.005011948      0.05137101205   
 3          10.40398294      0.05357114275   
 4          12.6396182       0.06583993984   
 5          9.697946508      0.0695016975    
 6          9.895622887      0.07085417859   
 7          8.096762359      0.106736985     
 8          12.31124815      0.1201338369    
 9          20.17159936      0.12814197      
 10         19.3523944       0.1377239089    
 11         16.52008975      0.1482008637    
 12         22.72425575      0.1598645597    
 13         16.17063237      0.1751579432    
 14         17.25510254      0.1844977487    
 15         14.99010498      0.195961342     
 16         14.6391401       0.2009628263    
 17         21.21916134      0.2116853574    
 18         22.65728828      0.2227764619    
 19         23.72794256      0.2292121807    
 20         25.91642945      0.2451930977    
 21         8.39402112       0.2486346035    
 22         28.77174131      0.286436063     
 23         11.52715461      0.2903630026    
 24         26.49772344      0.3876070418    
 25         20.36449195      0.5278874571    
 26         32.66676949      0.6589126925    
 27         42.10994728      0.7389484753    
 28         25.13167759      0.8523174731    
 29         20.0632148       0.8575743491    
 30         9.405584408      0.862013309     
 31         8.991515197      0.8667286091    
 32         11.40629597      0.8689626862    
 33         9.861036545      0.9583716768    
 34         11.15576203      0.9893563049    
 35         9.174243383      0.995045436     
 36         15.68076906      1.003251825     
 37         10.49043691      1.005523224     
 38         18.55816988      1.010877839     
 39         7.980497669      1.015020975     
 40         19.73969888      1.024170403     
 41         15.51580065      1.038579326     
 42         12.50019179      1.044070831     
 43         10.85825203      1.048381195     
 44         21.17719285      1.055876467     
 45         22.45473805      1.065898002     
 46         20.90763468      1.071758331     
 47         7.553395715      1.076185113     
 48         9.07651116       1.081109058     
 49         11.80378293      1.090404145     
 50         14.56058253      1.095762837     
 51         10.48360782      1.102802886     
 52         16.48017537      1.106417208     
 53         12.78738965      1.108786796     
 54         13.4401219       1.116983592     
 55         13.88213013      1.127086588     
 56         16.63070484      1.14883906      
 57         19.78787085      1.155183226     
 58         11.24064407      1.160878811     
 59         10.54768795      1.163770966     
 60         13.99621667      1.172893245     
 61         7.408302123      1.178910557     
 62         17.73328145      1.183156893     
 63         14.19985421      1.189076598     
 64         18.04988509      1.201262277     
 65         14.04962695      1.214300782     
 66         22.38026269      1.228726585     
 67         10.99590389      1.234683849     
 68         14.85509646      1.240418252     
 69         11.36902661      1.248855276     
 70         16.47083489      1.254403044     
 71         9.495525329      1.256555465     
 72         10.7280429       1.261952682     
 73         11.76120048      1.265120706     
