 # i        kappa            theta           
 0          35.27784037      0.04316880565   
 1          18.33658931      0.05261531866   
 2          22.24973079      0.06742846852   
 3          17.92125418      0.08700203507   
 4          32.35903104      0.1251125636    
 5          35.73027577      0.1425469515    
 6          38.74319744      0.166216484     
 7          32.11725758      0.1898251017    
 8          35.71900531      0.2073138428    
 9          46.20058366      0.2260691577    
 10         34.20086733      0.2460309403    
 11         40.16038867      0.2875551196    
 12         46.67791863      0.4485458112    
 13         74.48238356      0.704019703     
 14         45.01655661      0.854649471     
 15         18.32386429      0.8643176062    
 16         21.18296431      0.9104065738    
 17         20.24960364      0.9919220456    
 18         26.06997292      1.004161024     
 19         26.44548136      1.012119487     
 20         35.11656535      1.030506905     
 21         23.2657573       1.046073657     
 22         43.45828471      1.061034867     
 23         28.36648139      1.072928103     
 24         20.79817323      1.08636717      
 25         24.94637988      1.098706606     
 26         29.15236078      1.10745166      
 27         27.21346811      1.12211735      
 28         36.27433733      1.152287744     
 29         21.70162859      1.162278636     
 30         21.32522203      1.174970899     
 31         31.807099        1.185787376     
 32         31.97312433      1.206964543     
 33         33.25467646      1.230683835     
 34         26.12103175      1.244072814     
 35         25.8684245       1.255188565     
 36         22.39982209      1.26360989      
 37         28.00814454      1.279344913     
 38         29.79239884      1.302667654     
 39         27.98735382      1.323885413     
 40         21.31790978      1.342609937     
 41         34.79692776      1.352224798     
 42         30.91663917      1.37628497      
 43         17.80275063      1.390022151     
 44         16.81562898      1.405284358     
 45         17.62901958      1.408212551     
 46         28.17286434      1.42623784      
 47         21.95173389      1.440887957     
 48         17.40752292      1.44942281      
 49         18.58209856      1.458274069     
 50         30.39714128      1.472222372     
 51         31.67667838      1.481175435     
 52         16.23847843      1.500616308     
 53         24.94264333      1.512665959     
 54         18.2289134       1.536126317     
 55         27.28027767      1.547509036     
 56         49.41745123      1.556316564     
 57         25.26085617      1.570081057     
 58         26.01504654      1.589751708     
 59         37.48042307      1.60923588      
 60         22.83453946      1.625324008     
 61         27.43408407      1.641742312     
 62         47.71896365      1.6582697       
 63         42.88513971      1.683940799     
 64         45.75207099      1.715015197     
 65         40.58426064      1.757250781     
 66         27.17181191      1.792162394     
 67         40.82234542      1.80832985      
 68         35.90856274      1.848024906     
 69         65.35902742      1.874223304     
 70         36.80329736      1.903459439     
 71         36.20679666      1.924039088     
 72         20.45647933      1.942230773     
 73         36.67130189      1.955669968     
 74         27.20046873      2.001805177     
 75         54.34634094      2.034841685     
 76         56.05347601      2.149740897     
 77         39.75459484      2.242073052     
 78         34.12228782      2.309268569     
 79         44.16087903      2.321797281     
 80         30.2887279       2.347585644     
 81         45.67873737      2.369314165     
 82         44.70142836      2.474877884     
 83         50.55552912      2.518194342     
 84         51.04458561      2.569384232     
 85         25.69916035      2.588183603     
 86         30.37921829      2.610132715     
 87         26.45834715      2.630251196     
 88         44.25126378      2.646729751     
 89         32.06519533      2.675692499     
 90         32.79631269      2.692887674     
 91         63.07576959      2.723224656     
 92         28.59316944      2.744036643     
 93         28.38241049      2.768534849     
 94         43.27576395      2.795397789     
 95         21.27295171      2.809723875     
 96         23.26526061      2.821919386     
 97         20.40235499      2.82974875      
 98         27.75289704      2.842113818     
 99         50.00422824      2.872966342     
 100        32.51426376      2.912846878     
 101        16.68632974      2.923308322     
 102        17.86966962      2.937764403     
 103        36.05729463      2.951023637     
 104        43.24332701      2.969113372     
 105        26.84194922      2.987207004     
 106        26.7648555       3.003291707     
 107        31.81730272      3.013386327     
 108        20.22056335      3.037813351     
 109        11.2859681       3.045344872     
 110        33.32922564      3.064553436     
 111        40.09481284      3.091344439     
 112        22.15985573      3.103978254     
 113        25.20858633      3.118447216     
 114        21.89898066      3.130199262     
 115        24.25525935      3.140779156     
 116        22.95304192      3.160641513     
 117        19.83333558      3.167460621     
 118        28.59161911      3.181840099     
 119        45.85350198      3.194163308     
 120        23.95190544      3.207629688     
 121        19.93520749      3.220517927     
 122        23.40944838      3.238543834     
 123        21.63179152      3.25119144      
 124        18.69093264      3.257648632     
 125        27.76735342      3.273982333     
 126        30.79326345      3.291891578     
 127        20.01315105      3.299810232     
 128        23.25269182      3.314165511     
 129        23.12111372      3.325132182     
 130        33.14112674      3.344322537     
 131        29.247858        3.361121729     
 132        25.74984975      3.37382754      
 133        27.45141592      3.390160237     
 134        15.7802102       3.402859943     
 135        41.29606135      3.41083263      
 136        33.8321068       3.445326573     
 137        32.10514883      3.464598749     
 138        30.60345808      3.475223734     
 139        19.21542305      3.482699491     
 140        30.33696379      3.487388037     
 141        37.99045435      3.52108237      
 142        32.74206727      3.538489746     
 143        30.36257263      3.551262362     
 144        24.30485768      3.563308246     
 145        21.1926046       3.576706692     
 146        34.14382074      3.585584581     
 147        25.89945736      3.610005835     
 148        40.16103377      3.627298942     
 149        19.47893979      3.648386249     
 150        40.82147582      3.660782821     
 151        51.12672862      3.679955723     
 152        27.18444503      3.694243877     
 153        27.08796058      3.713858982     
 154        35.51354514      3.733077776     
 155        37.87041954      3.74474516      
 156        36.96625949      3.765456056     
 157        34.48199044      3.782736234     
 158        33.19815529      3.799429226     
 159        30.21724241      3.81602337      
 160        23.90750359      3.833989773     
 161        24.19766969      3.847724247     
 162        37.45370183      3.862724442     
 163        25.56455517      3.894091733     
 164        27.5046223       3.91523661      
 165        29.75789441      3.931227446     
 166        35.35346837      3.94986413      
 167        27.27209726      3.958728083     
 168        29.01031488      3.968400086     
 169        20.20712273      3.987920168     
 170        21.69688454      4.007064179     
 171        33.18557077      4.023277871     
 172        19.77509861      4.041730245     
 173        43.34017919      4.061914698     
 174        33.49702726      4.075218132     
 175        28.34314258      4.093919889     
 176        37.96804909      4.127277676     
 177        26.12260458      4.142482959     
 178        34.68519117      4.150030976     
 179        25.96470678      4.160962195     
 180        52.61966939      4.175165697     
 181        30.60559538      4.197266638     
 182        34.06539045      4.210770711     
 183        24.47158391      4.23503314      
 184        39.68148388      4.252562751     
 185        23.40148608      4.267246521     
 186        24.12680633      4.282732892     
 187        34.9392989       4.297897421     
 188        31.82106236      4.315287095     
 189        52.90400064      4.335224039     
 190        52.70621262      4.362222738     
 191        30.90359276      4.379817149     
